X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,X153,X154,X155,X156,X157,X158,X159,X160,X161,X162,X163,X164,X165,X166,X167,X168,X169,X170,X171,X172,X173,X174,X175,X176,X177,X178,X179,X180,X181,X182,X183,X184,X185,X186,X187,X188,X189,X190,X191,X192,X193,X194,X195,X196,X197,X198,X199,X200,X201,X202,X203,X204,X205,X206,X207,X208,X209,X210,X211,X212,X213,X214,X215,X216,X217,X218,X219,X220,X221,X222,X223,X224,X225,X226,X227,X228,X229,X230,X231,X232,X233,X234,X235,X236,X237,X238,X239,X240,X241,X242,X243,X244,X245,X246,X247,X248,X249,X250,X251,X252,X253,X254
0.6669319427991787,0.686523423612186,0.7179944915844225,0.7523117645742792,0.7311534763392671,0.7352066821484597,0.7887141528743378,0.8378588515706977,0.7877707230241211,0.7027687375990772,0.6173951892582497,0.5476718879600102,0.5392414222572479,0.5314788502358327,0.5022660617769534,0.4756306783828097,0.46087577873445174,0.44951445545207047,0.4105148399262708,0.36594779474217765,0.345002844219954,0.3732741955080927,0.3941607411074064,0.3976094604387219,0.3723193314560298,0.299359363942616,0.22080174136900688,0.1356705261220914,0.05033139588890645,0.0,0.05722720605541731,0.1426586841972517,0.2349866946933492,0.31920926950445283,0.40216042520760586,0.4427651179972698,0.39879849100243003,0.37774244271001134,0.38136595881108315,0.3732138982847397,0.35254895012913146,0.3543470813042906,0.33595581768167593,0.31079629587376933,0.3139759156923172,0.35396665111952386,0.3761015978467763,0.3945113268903717,0.4185957737970436,0.4412365028066416,0.4636842489832267,0.48152103876303887,0.4920625053495824,0.5011646297848658,0.5292070278281464,0.5488642901147665,0.5609939760847147,0.5740292199041468,0.5816461627651077,0.5980460062697026,0.6018041967958747,0.5878674461625457,0.5831388891194043,0.6070138358873014,0.6471638296430373,0.6873395948084005,0.6804435345442559,0.6177403711810783,0.5378936658963207,0.45284386515858044,0.367129284732699,0.3019660288154653,0.3349696024718667,0.42616522447933525,0.5197102058454273,0.599729497825364,0.6716129234243238,0.6984311677708099,0.7083450303846512,0.6915395205553674,0.6798106224008928,0.67915177716328,0.6676053205063592,0.6557026652456712,0.6202220460128234,0.6067881885266448,0.6336203712284174,0.6643376252905848,0.6896835189277626,0.6977909711413632,0.713749227651018,0.7364447641795593,0.7622598016413353,0.7424257608877585,0.7489974688759697,0.7900552271237129,0.8538317361363483,0.9132734747592117,0.8895063130933996,0.8217719438430522,0.7743081278265951,0.7652387932445839,0.7031104280299023,0.6291303270936783,0.5743125193287635,0.5365558036695677,0.4999393622664763,0.4684708391041288,0.4240732821749167,0.43207379757870656,0.48634604310841034,0.5124310782914558,0.5364521320199511,0.4961872782524268,0.4511181155173851,0.38035907995945406,0.30512396667785735,0.2220939602665073,0.1542880340792241,0.17759286887081727,0.2628812789239108,0.34924179390212773,0.43547412590223944,0.5256702280608572,0.5423976195714348,0.49794384226331134,0.4424507940223643,0.36211734738149026,0.2925336542379897,0.2624434105938227,0.26636629050623206,0.3002866677197833,0.3303350248416317,0.39246849973921405,0.4719247077592157,0.532677636840329,0.5829832460123732,0.6586804218386049,0.7139201133834314,0.6771454210049179,0.5966855950222807,0.5113308389770168,0.4295649449388832,0.41657672899770226,0.4812398910751208,0.5249175360107192,0.5759233231459953,0.6320181826759139,0.6253268886333347,0.5814225556673338,0.5321772900176875,0.4927017042180344,0.5247387607934697,0.5549004155414603,0.5947291769880505,0.6383643182923842,0.7076090019628491,0.7760478986659889,0.8500098322895568,0.9257293276964198,0.956564764940576,0.901465965799424,0.9122950640845389,0.9647543958389044,1.0,0.9749150440297076,0.9070693266430174,0.8305832762900822,0.7944701991470273,0.8086169080135179,0.815524975307941,0.7845622818590199,0.7544767145907256,0.7486684205791052,0.7387214892675318,0.7068865165097367,0.6711623925060874,0.6621925453347619,0.6931140757224457,0.7217274323914356,0.723759848724892,0.7286428542842067,0.7385036579430331,0.7593681712504763,0.7891750420089543,0.8437118420988914,0.8327421856632866,0.7558745521742845,0.6619031145935415,0.5853719369670407,0.5948983645918466,0.6679738646670921,0.7205490029757202,0.7405829759681479,0.7191733357777355,0.6744919624442214,0.6378762390580337,0.6392887098863267,0.6528288316828399,0.6467290538243793,0.6382261728978151,0.6286562604387718,0.606212447981072,0.593300304832169,0.5812409213222258,0.5516108494261065,0.5350192609224962,0.5299194759203236,0.5107956230839283,0.4905127800230278,0.4669572676953444,0.44463119260381667,0.42591704754816595,0.4055090855010599,0.37050790409224543,0.36681744847582687,0.3876590928075978,0.3979561770475968,0.4150028921369726,0.42732611591177916,0.4280658632293206,0.44908569561922507,0.5179884966606703,0.5803517677980343,0.5565519057484121,0.47674396086850424,0.39477021783536603,0.3122055522989,0.28011295555671234,0.35025105114009136,0.4205385916395876,0.4515036687074252,0.44645736386166,0.44696300465493577,0.42260696133331654,0.4101331077774715,0.4534244605280513,0.49191059224550626,0.5129627668387284,0.5181308502644266,0.5437507552323675,0.5725583518436044,0.5983422827911631,0.6147821876272284,0.6872377792306348,0.7816745224042814,0.8649438106122309,0.9052223535966433,0.8794443912654937,0.8129849741595945,0.8001825805741372,0.8046557092127218,0.7698344493172788,0.7367253904052062,0.7171475071584248
